item_id,item_price,item_title,item_code,product_name,brand,vendor_product_number,unit_of_measurement,product_type,kode_kbki,tkdn(%),valid_until,product_url,model_/_type,nomor_izin_edar_(akd/akl/lainnya),jenis_produk_sesuai_izin_edar,fungsi,negara_asal_produk,negara_pabrikan,spesifikasi_produk_secara_singkat,informasi_lainnya,supplier
1269181,419527350,FYROM INFANT WARMER - INFINITY PREMIUM,4815000036-AK1-001047721,Infant Warmer - Infinity Premium,Fyrom,22,unit,lokal,4815000036,0,14/08/2022,,Infinity Premium,AKD 20902810283,Infant radiant warmer.,sebagai tempat perlindungan bayi bagi yang lahir dini (premature) dan untuk menstabilkan suhu tubuh bayi yang lahir mengalami hipotermia.,INDONESIA,INDONESIA,"Dimention : (L) 700 mm x (W) 1100 mm x (H) 1900 mm Power : 90 – 240 VAC, 50 Hz Roda : Diameter 4” Temperature Control Range : 26° C - 37° C (air and skin temperature)",,257286
1269185,82310410,OSIK MEDI PRESS THERAPY,4815000376-AK1-001047735,Medi Press Therapy,OSIK,13,unit,lokal,4815000376,0,9/09/2025,,Press Therapy,AKD 21403021788,Powered muscle stimulator.,"Mengurangi retensi cairan tubuh, Membantu perawat hipotonia, Membantu melancarkan sirkulasi getah bening, Merangsang sistem kekebalan tubuh",Indonesia,Indonesia,"Power Supply : 230VAC, 50-60 Hz, ±10, 150 W, Daya : 170 VA, LCD display : Color 320 x 240 px touch screen + encoder, Dimensi : (P) 39 x (T) 99 x (L) 39 cm, Berat : 29.4 Kg",,418250
1269190,441000,MOFTECH KIDNEY BOWL 250 MM,4815000083-AK1-001047820,Kidney Bowl 250 mm,Moftech,MKU 302/25,Pcs,lokal,4815000083,0,24/02/2025,,MKU 302/25,AKD 11603020129,Manual surgical instrument for general use,KIDNEY BOWL 250 mm adalah untuk tempat instrument dan kapas alkohol steril,Indonesia,Indonesia,KIDNEY BOWL 250 mm adalah untuk tempat instrument dan kapas alkohol steril,,418090
1269193,30045819,FYROM INFUSION PUMP - DRIVE 2,4815000041-AK1-001047858,Infusion Pump - Drive 2,Fyrom,23,unit,lokal,4815000041,0,18/05/2025,,DRIVE 2,AKD 20902710555,Infusion pump.,untuk membantu proses penginfusan (memasukkan cairan ke dalam tubuh pasien) dengan pengaturan waktu serta jumlah tertentu.,INDONESIA,INDONESIA,"- Automatic Pump door and anti-free flow - AC: 100 - 240 VAC, 50-60 Hz, 35 VA - DC: 10-15 VDC 2.5 A - Waktu pemakaian: 5 jam(baterai lithium ion) - LCD 3.5"" - Dimension : (L) 130 mm x (W) 175 mm x (H) 230 mm - Berat 2 kg",,257286
1269220,3443750,TESENA TESENA NEEDLE DESTROYER,4342003000-AK1-001048100,Tesena Needle Destroyer,TESENA,TSN 2410 ND,unit,lokal,4342003000,0,20/10/2021,,TSN 2410 ND,AKD 20903110280,Needle Destruction Device,Penghancur Jarum Suntik,Indonesia,Indonesia,Needle Destroyer/ Destruction Device for medical syringe,,268560
1269224,814000,MOFTECH HARTMANN-HALLE NASAL SPECULA 15 CM,4815000083-AK1-001048109,Hartmann-Halle Nasal Specula 15 cm,Moftech,MKO 050/01,Pcs,lokal,4815000083,0,22/03/2025,,MKO 050/01,AKD 10703020241,"Ear, nose, and throat manual surgical instrument",Alat ini di gunakan Untuk membuka hidung agar dapat jelas terlihat,Indonesia,Indonesia,Alat ini di gunakan Untuk membuka hidung agar dapat jelas terlihat,,418090
1269231,1113000,MOFTECH KILLIAN NASAL SPECULA 13 MM / 75 MM,4815000083-AK1-001048296,Killian Nasal Specula 13 mm / 75 mm,Moftech,MKO 070/75,Pcs,lokal,4815000083,0,22/03/2025,,MKO 070/75,AKD 10703020242,"Ear, nose, and throat manual surgical instrument",Alat ini di gunakan Untuk membuka hidung agar dapat jelas terlihat,Indonesia,Indonesia,Alat ini di gunakan Untuk membuka hidung agar dapat jelas terlihat,,418090
1269251,12285900,FYROM INFUSION PUMP - DRIVE,4815000041-AK1-001048456,Infusion Pump - Drive,Fyrom,24,unit,lokal,4815000041,0,14/08/2022,,Drive,AKD 20902710688,Infusion pump.,untuk membantu proses penginfusan (memasukkan cairan ke dalam tubuh pasien) dengan pengaturan waktu serta jumlah tertentu.,INDONESIA,INDONESIA,"- AC: 100 - 240 VAC, 50-60 Hz, 35 VA - DC: 10-15 VDC 2.5 A - Waktu pemakaian: 5 jam(baterai lithium ion) - LCD 3.5"" - Dimension : (L) 115 mm x (W) 127 mm x (H) 220 mm - Berat 2 kg",,257286
1269254,2730000,"MOFTECH WEIL-BLAKESLEY NASAL CUTTING FORCEPS 12,5 CM STRAIGHT",4815000083-AK1-001048469,"Weil-Blakesley Nasal Cutting Forceps 12,5 cm Straight",Moftech,MKO 200/01,Pcs,lokal,4815000083,0,25/03/2025,,MKO 200/01,AKD 10703020275,"Ear, nose, and throat manual surgical instrument",Alat ini di gunakan untuk Alat untuk memotong jaringan pada operasi THT,Indonesia,Indonesia,Alat ini di gunakan untuk Alat untuk memotong jaringan pada operasi THT,,418090
1269260,301000,"MOFTECH STANDARD OPERATING SCISSORS SH/BL 14,5 CM CURVED",4815000083-AK1-001048660,"Standard Operating Scissors SH/BL 14,5 cm Curved",Moftech,MAC 021/14,Pcs,lokal,4815000083,0,15/04/2025,,MAC 021/14,AKD 11603020440,Manual surgical instrument for general useManual surgical instrument for general use,Alat ini di gunakan untuk memotong jaringan/ kulit,Indonesia,Indonesia,Alat ini di gunakan untuk memotong jaringan/ kulit,,418090
1269273,150000,"MOFTECH STANDARD TONGUE DEPRESSOR 14,5 CM",4815000083-AK1-001048758,"Standard Tongue Depressor 14,5 cm",Moftech,MKL 124/14,Pcs,lokal,4815000083,0,15/04/2025,,MKL 124/14,AKD 10903020445,Tongue depressor.,alat ini di gunakan untuk Penekan lidah untuk melihat mulut bagian dalam,Indonesia,Indonesia,alat ini di gunakan untuk Penekan lidah untuk melihat mulut bagian dalam,,418090
1269279,38014020,FYROM MOBILE SUCTION PUMP,4815000283-AK1-001048914,Mobile Suction Pump,Fyrom,25,unit,lokal,4815000283,0,14/08/2022,,Stream Line,AKD 21603810023,Powered suction pump., untuk menghisap cairan yang tidak dibutuhkan di dalam tubuh.,INDONESIA,INDONESIA,Dimension : (L) 221 mm x (W) 200 mm x (H) 170 mm Input Voltage : 8 VDC battery Vacuum adjustment : 150 - 675 mmHg (200 to 900 mbar) Weight : 4 kg Noise level : less than 60 dB,,257286
1269286,229000,MOFTECH BRUENINGS TONGUE DEPRESSOR 19 CM,4815000083-AK1-001049021,Bruenings Tongue Depressor 19 cm,Moftech,MKL 130/19,Pcs,lokal,4815000083,0,15/04/2025,,MKL 130/19,AKD 11603020446,Manual surgical instrument for general use,Alat ini di gunakan untuk Penekan lidah untuk melihat mulut bagian dalam,Indonesia,Indonesia,Alat ini di gunakan untuk Penekan lidah untuk melihat mulut bagian dalam,,418090
1269290,22114620,FYROM MODULAR PUMP SYSTEM (WITH ORCHESTRA) INFUSION STAND,4818001999-AK1-001049135,Modular Pump System (With Orchestra) Infusion Stand,Fyrom,26,unit,lokal,4818001999,0,1/07/2024,,Dream,AKD 10903020502,Infusion stand.,untuk membantu proses penginfusan (memasukkan cairan ke dalam tubuh pasien) dengan pengaturan waktu serta jumlah tertentu.,INDONESIA,INDONESIA,"Construction : Stainless steel and powder Castor : Five 3"" wheels, three of them with lock 5 aperture of electrical terminal",,257286
1269296,78843750,TESENA TESENA UV RUNNING WATER STERILIZER SCRUB STATION 1 PERSON,4815000045-AK1-001049196,Tesena UV Running Water Sterilizer Scrub Station 1 Person,TESENA,TSN 9201,unit,lokal,4815000045,0,22/06/2023,,TSN 9201,AKD 20903500345,Medical Ultraviolet Water Purifier,Ultraviolet Running Water Sterilizer,Indonesia,Indonesia,Ultraviolet Running Water Sterilizer 1 Person,,268560
1269313,26017200,FYROM OXYGEN CONCENTRATOR - OXY ONE PORTABLE,4815000163-AK1-001049333,Oxygen Concentrator - Oxy One Portable,Fyrom,27,unit,lokal,4815000163,0,1/07/2024,,Oxy One Portable,AKD 20403710514,Portable oxygen generator.,untuk menyediakan oksigen dengan cara mengambil udara dari sekitar dan memisahkan oksigen yang ditemukan di udara untuk kemudian disalurkan kepada pasien.,INDONESIA,INDONESIA,"Voltage : AC220 V±22V, 50Hz±1Hz Flow Rate : 5 L/min Power Consumption : 95 W Net Weight : 5.4 Kg Dimension : (L) 298 mm x (W) 195 mm x (H) 357 mm",,257286
1269315,226000,MOFTECH JANSEN EAR- AND NOSE DRESSING FORCEPS 16 CM BAYONET,4815000083-AK1-001049365,Jansen Ear- and Nose Dressing Forceps 16 cm Bayonet,Moftech,MAB 660/16,Pcs,lokal,4815000083,0,24/04/2025,,MAB 660/16,AKD 10703020516,"Ear, nose, and throat manual surgical instrument",Untuk menjepit jaringan pada operasi hidung dan telinga,Indonesia,Indonesia,Untuk menjepit jaringan pada operasi hidung dan telinga,,418090
1269330,28618920,FYROM OXYGEN CONCENTRATOR - OXY ONE SINGLE,4815000163-AK1-001049520,Oxygen Concentrator - Oxy One Single,Fyrom,28,unit,lokal,4815000163,0,14/08/2022,,Oxy One Single,AKD 20403710896,Portable oxygen generator.,untuk menyediakan oksigen dengan cara mengambil udara dari sekitar dan memisahkan oksigen yang ditemukan di udara untuk kemudian disalurkan kepada pasien.,INDONESIA,INDONESIA,"Voltage : AC220 V±22V, 50Hz±1Hz Flow Rate : 1-5 L/min Oxigen concentration : 92% ± 3 Power Consumption : 300 W Weight : 17 Kg Max Outlet Pressure : 8 PSI ± 1 Sound Level : < 55 dBA",,257286
1269333,523000,"MOFTECH SIMS VAGINAL SPECULUM 70 MM / 30 MM DOUBLE ENDED, 70 X 30/35 MM",4815000087-AK1-001049543,"Sims Vaginal Speculum 70 mm / 30 mm double ended, 70 x 30/35 mm",Moftech,MKB 050/02,Pcs,lokal,4815000087,0,24/04/2025,,MKB 050/02,AKD 11103020511,Obstetric-gynecologic general manual instrument,Untuk Membuka dan melihat bagian dalam rahim pada saat pemeriksaan,Indonesia,Indonesia,Untuk Membuka dan melihat bagian dalam rahim pada saat pemeriksaan,,418090
1269341,75016260,FYROM PATIENT MONITOR 17 INCH,4815000199-AK1-001049611,Patient Monitor 17 inch,Fyrom,29,unit,lokal,4815000199,0,14/08/2022,,Dream G-1,AKD 20502810046,Cardiac monitor (including cardiotachometer and rate alarm).,"Untuk menampilkan SPO2, tekanan darah, tensi dan RESP",INDONESIA,INDONESIA,"Voltage : AC 220 V, 50Hz Operating : Pressure: 700hPa - 1060 hPa, Temperature 0°C - 40°C, Humidity ? 85%, Altitude -500 to 4600 m",,257286
1269345,13900000,TESENA TESENA PORTABLE SUCTION UNIT,4815000047-AK1-001049775,Tesena Portable Suction Unit,TESENA,TSN 505 PS,unit,lokal,4815000047,0,1/08/2021,,TSN 505 PS,AKD 20903600269,Vacuum Powered Body Fluid Suction Apparatus,Peralatan untuk penyedotan cairan tubuh,Indonesia,Indonesia,Portable Suction Unit with 1x1000ml autoclavable bottle,,268560
1269350,21247380,FYROM PHOTOTHERAPY,4815000040-AK1-001049780,Phototherapy,Fyrom,30,unit,lokal,4815000040,0,1/07/2024,,Infinity Basic,AKD 20902610406,Neonatal phototherapy unit.,Mengobati bayi kuning karena hiperbilirubinemia,INDONESIA,INDONESIA,"Power supply : AC 220 V, 50Hz, 100 W Lamp Output : 5 x 20 W (100 W) Roda : 3 x 2"" (with 2 lock) Dimension : (L) 600 mm x (W) 950 mm x (H) 1400 mm",,257286
1269363,373000,MOFTECH GRAVE VAGINAL SPECULUM 95 MM / 35 MM,4815000087-AK1-001049848,Grave Vaginal Speculum 95 mm / 35 mm,Moftech,MKB 040/02,Pcs,lokal,4815000087,0,24/04/2025,,MKB 040/02,AKD 11103020510,Obstetric-gynecologic general manual instrument.,Untuk Membuka dan melihat bagian dalam rahim pada saat pemeriksaan,Indonesia,Indonesia,Untuk Membuka dan melihat bagian dalam rahim pada saat pemeriksaan,,418090
1269371,78340680,FYROM PHOTOTHERAPY - INFINITY G-1,4815000040-AK1-001049921,Phototherapy - Infinity G-1,Fyrom,31,unit,lokal,4815000040,0,1/07/2024,,Infinity G-1,AKD 20902610410,Neonatal phototherapy unit.,Mengobati bayi kuning karena hiperbilirubinemia,INDONESIA,INDONESIA,"Power supply : AC 220 V, 50Hz, 25 W Lamp Output : 81 x 0.3 VA (24.3 W) Roda : 3 x 2"" (with 2 lock) Dimension : (L) 600 mm x (W) 680 mm x (H) 1200 mm",,257286
1269375,98142660,FYROM STANDART BUBBLE CPAP VENTILATOR FOR NEONATUS AND PEDIATRIC PATIENTS,4815000169-AK1-001049985,Standart Bubble CPAP Ventilator For Neonatus and Pediatric Patients,Fyrom,32,unit,lokal,4815000169,0,1/07/2024,,Espiro CPAP,AKD 20403710552,Positive airway pressure delivery system,"Menjaga jalan napas terbuka saat tidur, mengurangi dengkuran, meningkatkan kualitas tidur, meredakan gejala sleep apnea, mengurangi tekanan darah tinggi",INDONESIA,INDONESIA,"Power : 220 VAC, 50 - 60 Hz, 350 W Roda : Diameter 2” Dimension : (L) 347 mm x (W) 680 mm x (H) 1080 mm Feature : - Alarm: high temperature, low temperature, no tube set, humidity fault, power failure - Spo2 Masimo",,257286
1269376,290000,"MOFTECH STANDARD OPERATING SCISSORS SH/SH 11,5 CM CURVED",4815000083-AK1-001050011,"Standard Operating Scissors SH/SH 11,5 cm Curved",Moftech,MAC 031/11,Pcs,lokal,4815000083,0,30/04/2025,,MAC 031/11,AKD 11603020565,Manual surgical instrument for general use.,untuk memotong jaringan atau kulit,Indonesia,Indonesia,untuk memotong jaringan atau kulit,,418090
1269382,301000,"MOFTECH STANDARD OPERATING SCISSORS BL/BL 14,5 CM STRAIGHT",4815000083-AK1-001050107,"Standard Operating Scissors BL/BL 14,5 cm Straight",Moftech,MAC 010/14,Pcs,lokal,4815000083,0,30/04/2025,,MAC 010/14,AKD 11603020564,Manual surgical instrument for general use,untuk memotong jaringan atau kulit,Indonesia,Indonesia,untuk memotong jaringan atau kulit,,418090
1269412,48565440,FYROM SUCTION PUMP,4815000283-AK1-001050322,Suction Pump,Fyrom,33,unit,lokal,4815000283,0,14/08/2022,,Stream Continuous,AKD 21603710895,Powered suction pump., untuk menghisap cairan yang tidak dibutuhkan di dalam tubuh.,INDONESIA,INDONESIA,Dimension : (L) 620 mm x (W) 620 mm x (H) 1000 mm Input Voltage : 220-230 V AC 50 Hz Current : 2.1 A max Power consumtion: 460 watt Noise level : less than 60 dB,,257286
1269417,6978125,TESENA TESENA CONTINUOUS THORAX SUCTION UNIT,4815000283-AK1-001050327,Tesena Continuous Thorax Suction Unit,TESENA,TSN 509 ST,unit,lokal,4815000283,0,29/08/2021,,TSN 509 ST,AKD 21603110108,Powered Suction Pump,Suction Unit for thorax,Indonesia,Indonesia,Suction Unit with 1x2000ml autoclavable bottle,,268560
1269423,16622100,FYROM SUCTION PUMP AC,4815000283-AK1-001050553,Suction Pump AC,Fyrom,34,unit,lokal,4815000283,0,1/07/2024,,STREAM WAVE,AKD 21603610411,Powered suction pump., untuk menghisap cairan yang tidak dibutuhkan di dalam tubuh.,INDONESIA,INDONESIA,"Dimension : (L) 221 mm x (W) 200 mm x (H) 170 mm Input Voltage : 220 VAC, 50 Hz Vacuum display : Precision indication vacuum gauge Weight : 4 kg Noise level : less than 60 dB",,257286
1269430,301000,"MOFTECH STANDARD OPERATING SCISSORS SH/BL14,5 CM STRAIGHT",4815000083-AK1-001050665,"STANDARD OPERATING SCISSORS SH/BL14,5 cm Straight",Moftech,MAC 020/14,Pcs,lokal,4815000083,0,30/04/2025,,MAC 020/14,AKD 11603020550,Manual surgical instrument for general use,untuk memotong jaringan,Indonesia,Indonesia,untuk memotong jaringan,,418090
1269432,64150000,TESENA TESENA OPERATING LAMP STANDING TYPE,4653102001-AK1-001050677,Tesena Operating Lamp Standing Type,TESENA,TSN 9304 HOLS,unit,lokal,4653102001,0,21/07/2021,,TSN 9304 HOLS,AKD 21603110106,Surgical Lamp,Operating Light source,Indonesia,Indonesia,Operating Lamp with 4 bulbs standing type,,268560
1269445,462000,MOFTECH LISTER BANDAGE SCISSORS 18 CM ANGLED,4815000083-AK1-001050765,Lister Bandage Scissors 18 cm angled,Moftech,MAC 567/18,Pcs,lokal,4815000083,0,5/05/2025,,MAC 567/18,AKD 11603020591,Manual surgical instrument for general use,untuk memotong perban,Indonesia,Indonesia,untuk memotong perban,,418090
1269450,24865505,FYROM SYRINGE PUMP - DRIVE 2,4815000041-AK1-001050770,Syringe Pump - Drive 2,Fyrom,35,unit,lokal,4815000041,0,18/05/2025,,DRIVE 2,AKD 20902710450,Infusion pump.,untuk memberikan cairan obat atau cairan makanan ke dalam tubuh pasien dalam jumlah tertentu dan dalam jangka waktu tertentu secara teratur.,INDONESIA,INDONESIA,"- 100 - 240 VAC, 50-60 Hz - Weight 2 kg - Daya: 35 VA - Dimension : (L) 240 mm x (W) 171 mm x (H) 78 mm - LCD 3.5"" Touch screen operation",,257286
1269461,11563200,FYROM SYRINGE PUMP - DRIVE,4815000041-AK1-001050936,Syringe Pump - Drive,Fyrom,36,unit,lokal,4815000041,0,1/07/2024,,DRIVE,AKD 20902610408,Infusion pump.,untuk memberikan cairan obat atau cairan makanan ke dalam tubuh pasien dalam jumlah tertentu dan dalam jangka waktu tertentu secara teratur.,INDONESIA,INDONESIA,"Power Supply : 100 - 240 VAC, 50-60 Hz 11.1 VDC (3.7 x 3 cells lithium ion) Weight : 1.8 kg Dimension : (L) 310 mm x (W) 125 mm x (H) 140 mm LCD screen : LCD 3.5"" Touch screen operation",,257286
1269463,60950000,TESENA TESENA OPERATING LAMP CEILING TYPE,4653102001-AK1-001050988,Tesena Operating Lamp Ceiling Type,TESENA,TSN 9304 HOLC,unit,lokal,4653102001,0,26/07/2021,,TSN 9304 HOLC,AKD 21603110107,Surgical Lamp,Operating Light source,Indonesia,Indonesia,Operating lamp with 4 bulbs Ceiling type,,268560
1269465,98287200,FYROM INCUBATOR TRANSPORT,4815000030-AK1-001051055,Incubator Transport,Fyrom,37,unit,lokal,4815000030,0,1/07/2024,,Infinity G-1,AKD 20902610407,Neonatal incubator.,"Menjaga suhu tubuh bayi, memberikan oksigen pada bayi, memantau kondisi bayi, mengobati penyakit kuning",INDONESIA,INDONESIA,"Power : AC: 90 - 260 VAC, 50-60 Hz, AC current 1.6 A, 355 W, Fuse 5 A Heater Output : 350 watt Sound Level : Max 55 dB Dimension : (L) 1150 mm x (W) 650 mm x (H) 1220 mm",,257286
1269481,7400000,TESENA TESENA HOSPITAL BED MANUAL 1 CRANK.,3814001004-AK1-001051141,Tesena hospital Bed Manual 1 Crank.,TESENA,TSN 001 JA,unit,lokal,3814001004,0,14/11/2023,,TSN 001 JA,AKD 10902500192,Manual Adjustable Hospital Bed,Tempat Tidur Pasien Manual,Indonesia,Indonesia,Hospital Bed manual 1 Crank,,268560
1269485,25500094,FYROM ULTRAVIOLET STERILIZER,4815000045-AK1-001051145,Ultraviolet Sterilizer,Fyrom,38,unit,lokal,4815000045,0,1/07/2024,,Dream,AKD 20903710551,Medical ultraviolet air purifier.,Sebagai alat pensteril dengan menggunakan sinar ultraviolet,INDONESIA,INDONESIA,Construction : Made of stainless steel Life time lamp : Minimum 2000 hours Opration lamp : 0 -30 minutes (approve by SNI 16-4284-1996) Dimension main table : (L) 400 mm x (W) 400 mm x (H) 1200 mm,,257286
1269492,2168100,FYROM URINAL ADULT,4818001999-AK1-001051302,Urinal Adult,Fyrom,39,unit,lokal,4818001999,0,1/07/2024,,Dream,AKD 10903020551,Body waste receptacle.,Untuk menampung urin pada pasien yang tidak boleh/bisa ke WC,INDONESIA,INDONESIA,Construction : Made of stainless steel Dimension (approx.) : - (L) 430 mm x (W) 420 mm x (H) 80 mm - (L) 240 mm x (W) 175 mm x (H) 155 mm - (L) 280 mm x (W) 170 mm x (H) 145 mm Capacity : Male & Female: 1 liter,,257286
1269506,8000000,TESENA TESENA HOSPITAL BED MANUAL 2 CRANK,3814001004-AK1-001051421,Tesena Hospital Bed Manual 2 Crank,TESENA,TSN 001 JC,unit,lokal,3814001004,0,6/11/2024,,TSN 001 JC,AKD 10902010284,Manual Adjustable Hospital Bed,Tempat Tidur Pasien Manual,Indonesia,Indonesia,Hospital Bed Manual 2 Crank,,268560
1269517,123220350,FYROM USG MOBILE,4812102008-AK1-001051497,USG Mobile,Fyrom,40,unit,lokal,4812102008,0,1/07/2024,,Sonar,AKD 21101810669,Fetal ultrasonic monitor and accessories.,Untuk memberikan pembacaan kondisi bayi dalam kandungan,INDONESIA,INDONESIA,Durasi baterai : > 3 jam Weight : 6.5 Kg LCD Display : 12' High Resolution LCD,,257286
1269526,16838910,FYROM ULTRASONIC NEBULIZER,4816002041-AK1-001051596,Ultrasonic Nebulizer,Fyrom,41,unit,lokal,4816002041,0,14/08/2022,,Jet,AKD 20403910226,Nebulizer.,Untuk meredakan serangan asma,INDONESIA,INDONESIA,Dimension : (L) 170 mm x (W) 260 mm x (H) 145 mm Weight : 2.3 Kg Timer : 0-30 menit Power : 51 VA / 46 VA (50Hz/60Hz),,257286
1269527,32736000,TESENA TESENA INFANT INCUBATOR .,4815000029-AK1-001051602,Tesena Infant Incubator .,TESENA,TSN 876 MCD TROLLEY,unit,lokal,4815000029,0,26/09/2021,,TSN 876 MCD TROLLEY,AKD 20902600128,Neonatal Incubator,Infant Incubator untuk perawatan bayi prematur,Indonesia,Indonesia,Infant Incubator Manual Digital Controlled Trolley type,,268560
1269533,178506900,FYROM DENTAL UNIT,4818002001-AK1-001051723,Dental Unit,Fyrom,42,unit,lokal,4818002001,0,14/08/2022,,Crown,AKD 10605810261,Dental chair and accessories.,Untuk melakukan pembedahan gigi,INDONESIA,INDONESIA,#NAME?,,257286
1269537,474000,MOFTECH LITTAUER LIGATURE SCISSORS 14 CM STRAIGHT,4815000083-AK1-001051737,Littauer Ligature Scissors 14 cm Straight,Moftech,MAC 502/14,Pcs,lokal,4815000083,0,22/05/2025,,MAC 502/14,AKD 11603020741,Manual surgical instrument for general use,Untuk memotong benang,Indonesia,Indonesia,Untuk memotong benang,,418090
1269547,21000000,TESENA TESENA UV RUNNING WATER STERILIZER SCRUB STATION SINGLE,4815000045-AK1-001051807,Tesena UV Running Water Sterilizer Scrub Station Single,TESENA,TSN 9301 SU,unit,lokal,4815000045,0,23/12/2021,,TSN 9301 SU,AKD 20903110346,Medical Ultraviolet Water Purifier,Water Purifier,Indonesia,Indonesia,Ultraviolet Running Water Sterilizer for Single person,,268560
1269551,312000,"MOFTECH HALSTED-MOSQUITO ARTERY FORCEPS 12,5 CM STRAIGHT, 1X2 TEETH",4815000087-AK1-001051861,"Halsted-Mosquito Artery Forceps 12,5 cm Straight, 1x2 Teeth",Moftech,MAA 152/12,piece,lokal,4815000087,0,3/06/2025,,MAA 152/12,AKD 21103020800,Obstetric-gynecologic specialized manual instrument.,Digunakan sebagai hemostat ratchet untuk mengamankan dan menjepit pembuluh darah yang berdarah,Indonesia,Indonesia,Digunakan sebagai hemostat ratchet untuk mengamankan dan menjepit pembuluh darah yang berdarah,,418090
1269553,312000,"MOFTECH HALSTED-MOSQUITO ARTERY FORCEPS 12,5 CM CURVED, 1X2 TEETH",4815000083-AK1-001051863,"Halsted-Mosquito Artery Forceps 12,5 cm Curved, 1x2 Teeth",Moftech,MAA 153/12,Pcs,lokal,4815000083,0,26/05/2025,,MAA 153/12,AKD 10703020756,"Ear, nose, and throat manual surgical instrument",Untuk menjepit arteri / pembuluh darah,Indonesia,Indonesia,Untuk menjepit arteri / pembuluh darah,,418090
1269558,267109920,FYROM SCRUB STATION 3 PERSON,4815000045-AK1-001051918,Scrub Station 3 Person,Fyrom,43,unit,lokal,4815000045,0,14/08/2022,,Dream,AKD 20903810821,Medical ultraviolet water purifier.,Untuk membersihkan tangan perawat maupun dokter pada kamar bedah,INDONESIA,INDONESIA,"Dimension : 235(W) x 65(D) x 185(H)-for 3 person Body material : Stainless steel Power Supply : 220V-230V, 50 Hz Power consumption : max 2000 Watt Sterilizing Method : filtering & UV sterilizer system Filter size : 1pc main filter 0.2micron, 1 pc prefiter 1 micron",,257286
1250596,79618,ESKAMED SURGICAL FACE MASK MUSLIMAH EARLOOP,4815000073-AK1-000881346,Surgical Face Mask Muslimah Earloop,Eskamed,SKM17C002000,Box ( isi 50 pcs ),lokal,4815000073,0,15/03/2021,,-,AKD 21603610097,Surgical apparel,Untuk melindungi si pemakai dari kerugian yang bisa di timbulkan akibat menghirup udara kotor yang disebabkan oleh polusi atau pembawa penyakit yang bisa menular melalui udara,Indonesia,Indonesia,-Layer 1 : 100% polypropylene non woven fabric -Layer 2 : Meltblown filter -Layer 3 : 100% polypropylene non woven fabric,,242964
1250599,66629658,POLY MEDICAL INCUBATOR TRANSPORT CART (ISOLATION),4815000030-AK1-000881354,Incubator Transport Cart (Isolation),POLY MEDICAL,POLY 021-TCI,unit,lokal,4815000030,0,6/04/2024,,POLY 021-TCI,KEMENKES RI AKD 20902020828,Neonatal Transport Incubator,"""untuk menjaga suhu bayi pada usia awal kelahirannya apabila kondisi bayi sangat rentan, agar suhu bayi tetap terjaga, terlindungi dari kebisingan dan untuk sterilitas bayi terhadap bakteri dan infeksi.""",Indonesia,Indonesia,"Dimension (PxLxT) : 100 x 46 x 138 cm ; Konstruksi: Plat S/S, Fiber Glass, Acrylic ; Finishing : Polishing ; Haater : Dry Heater ; Konsumsi Daya : 12 VDC/AC 220 Volt, 120 Watt, 50 Hz ; Akurasi Suhu : ± 0,2 °C ; Temperature Control : 27 °C - 38°C ; Temperature Alarm : 40 °C (High Temperature) ; Fiture : HEPA Filter, Negative Pressure System, Backup Battery, Buzzer & Indicator Lamp, Thermometer, Oxygen Stand, Mattres Cover Vinyl.;Aksesoris : IV Pole, 2 Glove Portals, 2 Utility Portals, Skin Sensor probe, Power Cable.",,253320
1250601,23001,"MEDITECH APERTURE DRAPE: 45 X 45 CM, OVAL APERTURE 8 X 15 CM, WITH ADHESIVE TAPE",4815000076-AK1-000881366,"Aperture Drape: 45 x 45 cm, Oval Aperture 8 x 15 cm, with Adhesive Tape",MediTech,MT-AOMAD-045045-008015,piece,lokal,4815000076,0,17/10/2023,,MT-AOMAD-045045-008015,AKD 21603810789,Surgical drape and drape accessories.,Terlampir,Indonesia,Indonesia,Terlampir,Kemasan 1 pc/pack. Ongkos kirim bersifat at cost. Harga ongkos kirim terlampir hanya sebagai referensi per kilo barang.,409660
1250606,18861,"MEDITECH APERTURE DRAPE: 60 X 60 CM, ROUND APERTURE DIA. 9 CM",4815000076-AK1-000881371,"Aperture Drape: 60 x 60 cm, Round Aperture Dia. 9 cm",MediTech,MT-CMAD-06060-009,piece,lokal,4815000076,0,12/10/2023,,MT-CMAD-06060-009,AKD 21603810788,Surgical drape and drape accessories.,Terlampir,Indonesia,indonesia,Terlampir,Ongkos kirim bersifat at cost. Harga ongkos kirim terlampir hanya sebagai referensi per kilo barang.,409660
1250611,13000000,ANALOGIC MEDICAL AM ONE VITAL SIGNS MONITOR,4815000199-AK1-000881406,AM One Vital Signs Monitor,Analogic Medical,341,unit,lokal,4815000199,0,3/08/2025,,AM One,Kemenkes RI AKD 20502610159,Cardiac monitor (including cardiotachometer and rate alarm),monitor kondisi vital pasien,Indonesia,Indonesia,"TFT LCD 7""",unit,252705
